Region	Dating_Method	LAB_ID	Latitude	Longitude	age	error	Material	Curve	Reservoir_age	Reservoir_error	type	RSL	RSL_2sigma_upper	RSL_2sigma_lower	Reference	comment
Red_Sea_proxy	age_model	GrantEtal2014-102	13.733	42.533	6287.08	500	18O_proxy	-	-	-	0	0.2270000000000001	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-103	13.733	42.533	6383.56	500	18O_proxy	-	-	-	0	-2.7729999999999997	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-104	13.733	42.533	6439.9800000000005	500	18O_proxy	-	-	-	0	-8.073	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-105	13.733	42.533	6516.4400000000005	500	18O_proxy	-	-	-	0	-0.643	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-106	13.733	42.533	6525.11	500	18O_proxy	-	-	-	0	-13.613	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-107	13.733	42.533	6571.349999999999	500	18O_proxy	-	-	-	0	-10.763	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-108	13.733	42.533	6666.66	500	18O_proxy	-	-	-	0	-10.213000000000001	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-109	13.733	42.533	6768.4	500	18O_proxy	-	-	-	0	-4.713	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-110	13.733	42.533	6808.21	500	18O_proxy	-	-	-	0	-5.593	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-111	13.733	42.533	6947.8	500	18O_proxy	-	-	-	0	-4.303	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-112	13.733	42.533	6949.76	500	18O_proxy	-	-	-	0	0.687	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-113	13.733	42.533	7049.820000000001	500	18O_proxy	-	-	-	0	-1.073	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
Red_Sea_proxy	age_model	GrantEtal2014-114	13.733	42.533	7149.879999999999	500	18O_proxy	-	-	-	0	-12.453	12	12	GrantEtal2012,GrantEtal2014	location is the Hanish Sill
